days,bT,sT,y1970,y1980,y1990,y2000,y2010,y2017
10,1.055,0.9199999999999999,1.79937,3.85649,5.37200,0.88878,2.38039,78.86649
10,1.055,0.915,1.82158,3.72280,5.74747,1.01292,2.36812,93.49200
10,1.055,0.91,1.91216,3.81914,5.68022,0.95474,2.56388,101.53990
10,1.055,0.905,1.81349,3.70170,6.29353,0.90879,2.56388,98.44017
10,1.06,0.99,1.54357,2.71921,3.20764,0.49993,1.09890,7.39646
10,1.06,0.985,1.74244,2.59216,3.46344,0.46041,1.03536,7.45696
10,1.06,0.98,1.78609,2.48600,3.70478,0.45348,1.03047,7.68702
10,1.06,0.975,1.84626,2.75088,4.05993,0.46436,1.10121,10.54410
10,1.06,0.97,1.81360,2.69217,4.03390,0.54751,1.22682,13.22944
10,1.06,0.965,1.79578,2.95430,3.89325,0.51661,1.05549,11.26255
10,1.06,0.96,1.88708,2.89349,3.59624,0.71377,1.02939,14.42781
10,1.06,0.955,1.86911,4.02161,4.17307,0.60726,1.42362,27.11817
10,1.06,0.95,1.89257,3.25084,4.35633,0.68384,1.46384,26.82980
10,1.06,0.945,2.18011,4.95456,4.04242,0.90798,1.75520,69.58677
10,1.06,0.94,1.91895,4.42047,3.94723,1.01466,1.81073,61.51778
10,1.06,0.9349999999999999,1.72024,4.25736,4.87839,0.69455,1.83643,45.57050
10,1.06,0.9299999999999999,1.71491,4.76956,4.50634,0.77141,2.03375,57.82616
10,1.06,0.925,1.63033,4.23387,6.35768,0.74175,2.40272,78.21136
10,1.06,0.9199999999999999,1.56171,4.10355,5.82012,0.84261,2.33791,73.47581
10,1.06,0.915,1.58099,3.54025,6.22691,0.96381,2.32586,78.12881
10,1.06,0.91,1.65960,3.63187,6.15405,0.90845,2.51812,84.85423
10,1.06,0.905,1.57396,3.52019,6.64059,0.86473,2.51812,80.11722
10,1.065,0.99,1.46143,2.41465,2.94585,0.52587,1.03108,5.63651
10,1.065,0.985,1.59434,2.30184,3.11745,0.51261,0.95858,5.62174
10,1.065,0.98,1.63428,2.58586,3.33468,0.51671,0.88681,6.45748
10,1.065,0.975,1.80769,2.86138,3.75532,0.53144,0.87845,9.06806
10,1.065,0.97,1.77571,2.65616,3.73124,0.59068,0.94634,9.83731
10,1.065,0.965,1.75827,2.91478,3.60114,0.59897,0.84196,9.30746
10,1.065,0.96,1.84765,2.85479,3.32642,0.84323,0.82115,12.14891
10,1.065,0.955,1.83006,3.96782,3.85996,0.72506,1.12456,22.85359
10,1.065,0.95,1.85303,3.20736,3.64222,0.82956,1.15212,20.68915
10,1.065,0.945,2.13457,4.88828,3.37976,1.11160,1.30662,51.22153
10,1.065,0.94,1.87886,4.36134,3.31130,1.18838,1.28141,41.31982
10,1.065,0.9349999999999999,1.68431,4.20041,4.57275,0.84826,1.32230,36.28688
10,1.065,0.9299999999999999,1.67908,4.70576,4.22401,0.83663,2.08225,58.14253
10,1.065,0.925,1.59627,4.17723,5.95936,0.80446,2.24932,71.90374
10,1.065,0.9199999999999999,1.52908,4.04866,5.45548,0.86074,2.18864,63.62368
10,1.065,0.915,1.56985,3.49290,5.83678,0.98455,2.17736,68.60981
10,1.065,0.91,1.65960,3.58329,5.76849,0.92800,2.35735,75.04420
10,1.065,0.905,1.57396,3.47310,6.22454,0.88333,2.35735,70.85484
10,1.07,0.99,1.52602,2.39293,2.94324,0.47533,1.07601,5.49705
10,1.07,0.985,1.66481,2.31579,3.15876,0.49067,1.05610,6.31059
10,1.07,0.98,1.70651,2.59661,3.28600,0.49499,0.97703,7.04191
10,1.07,0.975,1.88758,2.73065,3.64586,0.50910,0.97703,9.34725
10,1.07,0.97,1.85419,2.59480,3.59600,0.56619,1.04509,10.23746
10,1.07,0.965,1.83597,2.88382,3.47062,0.56977,0.98485,10.31127
10,1.07,0.96,1.93929,2.82446,3.20585,0.80212,0.95336,13.42808
10,1.07,0.955,1.92719,3.63684,3.72006,0.69272,1.36677,24.68622
10,1.07,0.95,1.95138,3.19993,3.51021,0.75267,1.45297,23.97047
10,1.07,0.945,2.39523,4.87697,3.25726,1.03688,1.57762,62.24142
10,1.07,0.94,2.10830,4.47712,3.19128,1.10850,1.54718,51.66195
10,1.07,0.9349999999999999,1.88998,4.31192,4.52149,0.79396,1.51358,44.28036
10,1.07,0.9299999999999999,1.89022,5.04454,4.17666,0.83438,2.36148,78.47077
10,1.07,0.925,1.79699,4.59061,5.89256,0.80229,2.55095,99.48466
10,1.07,0.9199999999999999,1.72135,4.58018,5.39433,0.85842,2.56981,93.81853
10,1.07,0.915,1.80465,3.91758,5.77136,0.98996,2.61980,105.82210
10,1.07,0.91,1.90782,3.88392,5.70383,0.93310,2.83636,111.85705
10,1.07,0.905,1.84722,3.87361,6.15478,0.88819,2.83636,110.94733
10,1.075,0.99,1.49377,2.54608,2.83888,0.63716,1.07601,7.40229
10,1.075,0.985,1.62963,2.46400,3.04675,0.61104,1.07601,8.04361
10,1.075,0.98,1.67045,2.28015,3.16948,0.61642,1.02272,7.61064
10,1.075,0.975,1.84769,2.34335,3.51658,0.63159,1.02272,9.83509
10,1.075,0.97,1.81501,2.22677,3.46848,0.69977,1.09396,10.73127
10,1.075,0.965,1.79718,2.47480,3.34755,0.72915,1.03091,11.19164
10,1.075,0.96,1.89831,2.42386,3.09217,1.02749,0.99794,14.58873
10,1.075,0.955,1.88646,3.12101,3.65749,0.93571,1.42712,28.75611
10,1.075,0.95,1.91014,2.74607,3.45117,0.96967,1.53927,27.01999
10,1.075,0.945,2.34461,4.85755,3.20248,1.36809,1.67133,83.39699
10,1.075,0.94,2.06873,4.45930,3.17378,1.53617,1.54718,69.58656
10,1.075,0.9349999999999999,1.85451,4.29476,4.54781,1.10027,1.51358,60.32183
10,1.075,0.9299999999999999,1.86985,5.02446,4.20097,1.15629,2.36148,107.76956
10,1.075,0.925,1.77764,4.57234,5.92686,1.11183,2.55095,136.62944
10,1.075,0.9199999999999999,1.70281,4.56195,5.42572,1.20190,2.56981,130.17984
10,1.075,0.915,1.78521,3.90198,5.80495,1.24611,2.61980,132.00753
10,1.075,0.91,1.90782,3.91606,5.73703,1.17454,2.83636,142.79105
10,1.075,0.905,1.84722,3.90567,6.19060,1.11801,2.83636,141.62975
10,1.08,0.99,1.25254,2.31208,2.68538,0.60501,1.03397,4.86489
10,1.08,0.985,1.36646,2.23493,2.85197,0.59773,1.03397,5.38296
10,1.08,0.98,1.35302,2.05220,3.03087,0.68614,1.03031,5.94940
10,1.08,0.975,1.49658,2.12549,3.37822,0.64128,1.03031,7.10007
10,1.08,0.97,1.47943,2.05848,3.13979,0.71050,1.10899,7.53420
10,1.08,0.965,1.46490,2.28776,3.03032,0.79321,1.04773,8.44004
10,1.08,0.96,1.53369,2.28809,2.86693,1.26475,1.02229,13.00792
10,1.08,0.955,1.53270,2.98709,3.39107,1.15178,1.46460,26.18967
10,1.08,0.95,1.55193,2.62824,3.21011,1.19491,1.62186,25.37502
10,1.08,0.945,1.92421,4.85755,2.97879,1.69305,1.61081,75.93161
10,1.08,0.94,2.01999,4.45930,3.01772,1.91123,1.41343,73.43167
10,1.08,0.9349999999999999,1.81082,4.29476,3.66170,1.40605,1.38273,55.36501
10,1.08,0.9299999999999999,1.86985,5.02446,3.67947,1.60859,2.15821,120.01115
10,1.08,0.925,1.77764,4.57234,5.19110,1.54674,2.33137,152.14925
10,1.08,0.9199999999999999,1.70281,4.56195,4.75218,1.73663,2.34861,150.56583
10,1.08,0.915,1.78521,3.90198,5.14565,1.82499,2.39429,156.62181
10,1.08,0.91,1.90782,3.91606,5.08544,1.52285,2.59221,149.98331
10,1.08,0.905,1.84722,3.90567,5.72407,1.44956,2.59221,155.17690
10,1.085,0.99,1.14435,2.27602,2.54760,0.64083,1.08257,4.60329
10,1.085,0.985,1.24843,2.20007,2.75821,0.63313,1.08257,5.19247
10,1.085,0.98,1.23615,2.02020,2.71158,0.73327,1.07875,5.35638
10,1.085,0.975,1.36731,2.09234,3.03573,0.68533,1.07875,6.42069
10,1.085,0.97,1.36203,2.02637,2.82148,0.77576,1.16112,7.01440
10,1.085,0.965,1.34865,2.26907,2.79217,0.89460,1.10401,8.43908
10,1.085,0.96,1.42511,2.26940,2.64859,1.36956,1.10401,12.95175
10,1.085,0.955,1.43464,2.96269,2.86517,1.20646,1.58168,23.23847
10,1.085,0.95,1.42270,2.60676,2.93083,1.25163,1.52719,20.77655
10,1.085,0.945,1.76397,4.81787,2.72667,1.79284,1.52719,63.44732
10,1.085,0.94,1.85178,4.42286,2.54500,2.02389,1.34006,56.53138
10,1.085,0.9349999999999999,1.72172,4.25967,3.08809,1.57446,1.33907,47.74889
10,1.085,0.9299999999999999,1.77785,4.98340,3.10308,1.80126,1.28791,63.77883
10,1.085,0.925,1.74105,4.53498,4.00524,1.72174,1.39125,75.75054
10,1.085,0.9199999999999999,1.70955,4.52468,3.66658,1.99866,2.49576,141.47275
10,1.085,0.915,1.99039,3.87010,4.07485,2.10036,2.49576,164.53895
10,1.085,0.91,1.90782,3.88406,4.02717,1.75263,2.57920,134.89629
10,1.085,0.905,1.84722,3.87376,4.53291,1.66828,2.57920,139.56744
10,1.09,0.99,1.14435,2.17546,2.46631,0.73416,0.99723,4.49516
10,1.09,0.985,1.24843,2.10287,2.67021,0.73307,0.99723,5.12464
10,1.09,0.98,1.23615,1.98285,2.62506,0.86697,1.00021,5.57947
10,1.09,0.975,1.36731,2.05367,2.93887,0.82437,1.00021,6.80437
10,1.09,0.97,1.36203,1.98892,2.73145,0.88488,0.99097,6.48847
10,1.09,0.965,1.34865,2.22713,2.70308,0.97442,0.98861,7.82118
10,1.09,0.96,1.42511,2.23771,2.56408,1.48519,0.98861,12.00581
10,1.09,0.955,1.43464,2.99149,2.77375,1.35845,1.31193,21.21542
10,1.09,0.95,1.42270,2.63211,2.83731,1.35845,1.31193,18.93559
10,1.09,0.945,1.76397,4.86471,2.64076,2.01689,1.31193,59.96139
10,1.09,0.94,1.85178,4.56169,2.46481,2.12108,1.18705,52.42315
10,1.09,0.9349999999999999,1.72172,4.48081,3.02241,1.65007,1.18617,45.63761
10,1.09,0.9299999999999999,1.77785,4.78408,3.03708,1.88776,1.18617,57.84215
10,1.09,0.925,1.74105,4.35359,3.92005,1.84268,1.28134,70.15587
10,1.09,0.9199999999999999,1.70955,4.34370,3.58859,2.13905,2.24674,128.06758
10,1.09,0.915,1.99039,3.71531,4.04897,2.19914,2.24674,147.93974
10,1.09,0.91,1.90782,3.72871,4.00160,1.96318,2.32186,129.75514
10,1.09,0.905,1.84722,3.71882,4.50412,1.86870,2.32186,134.24827
10,1.095,0.99,1.06952,1.99060,2.45816,0.85495,0.97718,4.37218
10,1.095,0.985,1.16680,1.94316,2.45816,0.85368,0.97718,4.64925
10,1.095,0.98,1.14597,1.87006,2.41146,0.95595,0.98399,4.86114
10,1.095,0.975,1.29704,1.93852,2.71463,0.92442,0.98399,6.20862
10,1.095,0.97,1.29704,1.94571,2.52304,0.94762,0.98399,5.93720
10,1.095,0.965,1.26613,2.25627,2.51602,1.04350,0.98399,7.38018
10,1.095,0.96,1.23069,2.28490,2.45335,1.30494,0.98399,8.85844
10,1.095,0.955,1.21066,3.07807,2.43916,1.19776,0.94576,10.29653
10,1.095,0.95,1.19733,2.95987,2.61430,1.19776,0.94576,10.49518
10,1.095,0.945,1.19127,5.53096,2.43319,1.80130,0.94576,27.31203
10,1.095,0.94,1.25057,5.18644,2.27107,1.89435,0.87977,24.54916
10,1.095,0.9349999999999999,1.16274,5.10389,2.57732,1.47369,0.87912,19.81544
10,1.095,0.9299999999999999,1.77785,5.13583,2.58983,1.70743,0.87912,35.49500
10,1.095,0.925,1.74105,4.67369,3.34469,1.66665,0.94965,43.07615
10,1.095,0.9199999999999999,1.70955,4.66307,3.18061,1.75499,1.66515,74.09534
10,1.095,0.915,1.99039,3.98848,3.44996,2.12032,1.66515,96.69720
10,1.095,0.91,1.90782,3.72871,3.40959,1.89281,1.66515,76.44676
10,1.095,0.905,1.84722,3.71882,3.83777,1.80172,1.66515,79.09394
10,1.1,0.99,1.06441,1.99204,2.64310,0.90984,0.97718,4.98264
10,1.1,0.985,1.16122,1.94456,2.64310,0.90849,0.97718,5.29838
10,1.1,0.98,1.14049,1.87141,2.59289,0.98051,0.98399,5.33937
10,1.1,0.975,1.29084,1.93992,2.91887,0.94817,0.98399,6.81940
10,1.1,0.97,1.29084,1.94712,2.71287,1.00876,0.98399,6.76822
10,1.1,0.965,1.26007,2.25790,2.70532,1.11083,0.98399,8.41318
10,1.1,0.96,1.22480,2.28655,2.63793,1.25699,0.98399,9.13766
10,1.1,0.955,1.20487,3.08030,2.62267,1.15375,0.94576,10.62108
10,1.1,0.95,1.19160,2.96201,2.81099,1.15375,0.94576,10.82600
10,1.1,0.945,1.18557,5.53496,2.61626,1.74433,0.94576,28.32260
10,1.1,0.94,1.24459,5.19018,2.44194,1.83444,0.87977,25.45749
10,1.1,0.9349999999999999,1.15718,5.10758,2.79578,1.42708,0.87912,20.73065
10,1.1,0.9299999999999999,1.76935,5.13954,2.80935,1.65343,0.87912,37.13440
10,1.1,0.925,1.73272,4.67707,3.62819,1.61395,0.94965,45.06570
10,1.1,0.9199999999999999,1.70137,4.66644,3.45021,1.69949,1.66515,77.51758
10,1.1,0.915,1.99039,3.99136,3.18932,2.12032,1.66515,89.45638
10,1.1,0.91,1.90782,3.72871,3.15200,1.89281,1.66515,70.67125
10,1.1,0.905,1.84722,3.71882,3.83777,1.80172,1.66515,79.09394
11,1.01,0.99,3.13080,6.59663,6.79791,0.65641,1.50009,138.24391
11,1.01,0.985,2.91743,6.53101,6.50438,0.72414,1.75954,157.90903
11,1.01,0.98,2.65112,6.56884,6.93919,0.82131,1.97901,196.41864
11,1.01,0.975,2.94031,6.16176,7.13975,0.86074,2.08660,232.32299
11,1.01,0.97,2.92576,5.29251,5.89735,0.89012,1.97270,160.34936
11,1.01,0.965,2.77935,4.99463,6.38229,0.99165,1.80769,158.81947
11,1.01,0.96,2.56646,5.03906,8.03148,1.06206,1.90833,210.51450
11,1.01,0.955,2.54074,4.60014,8.12914,0.99755,1.95428,185.22475
11,1.01,0.95,2.49832,4.62477,8.38875,1.02902,1.76603,176.13982
11,1.01,0.945,2.51956,4.44104,7.53662,1.07213,1.65921,150.01530
11,1.01,0.94,2.23469,3.84552,8.78934,0.99907,1.70058,128.32834
11,1.01,0.9349999999999999,2.15694,3.97561,8.43133,0.90935,1.90504,125.24940
11,1.01,0.9299999999999999,2.01458,4.08624,7.78326,0.87595,2.05902,115.56056
11,1.01,0.925,1.98399,4.04596,8.21219,0.87600,2.06729,119.37903
11,1.01,0.9199999999999999,1.76663,4.07134,7.52086,0.84987,2.13133,97.98375
11,1.01,0.915,1.76663,4.33854,7.41869,0.80652,2.19288,100.56528
11,1.01,0.91,1.70536,4.22781,7.60562,0.80870,2.31628,102.71704
11,1.01,0.905,1.64642,3.61421,6.91016,0.83000,2.46792,84.22646
11,1.015,0.99,3.07233,6.18475,6.41683,0.69557,1.41621,120.11022
11,1.015,0.985,2.90256,6.15861,6.19680,0.75172,1.74578,145.37155
11,1.015,0.98,2.53116,6.61957,6.92391,0.90587,1.98057,208.13949
11,1.015,0.975,2.84228,6.20935,7.23315,0.99131,2.09995,265.74125
11,1.015,0.97,2.86944,5.50008,5.93119,1.02329,1.91459,183.39307
11,1.015,0.965,2.76962,5.23546,6.11384,1.13577,1.77687,178.90938
11,1.015,0.96,2.55747,5.33490,7.70809,1.24465,1.88247,246.40994
11,1.015,0.955,2.57889,4.95857,7.80181,1.20928,1.93082,232.94503
11,1.015,0.95,2.55268,4.71485,8.13369,1.22284,1.76820,211.66776
11,1.015,0.945,2.48173,4.34525,7.30748,1.27407,1.66125,166.78843
11,1.015,0.94,2.20113,3.78354,8.52211,1.19305,1.70837,144.65499
11,1.015,0.9349999999999999,2.12455,4.02543,8.34667,0.98438,1.92160,135.02685
11,1.015,0.9299999999999999,1.98537,4.12871,7.69372,0.94822,2.04646,122.37881
11,1.015,0.925,1.95523,4.08218,8.11771,0.94828,2.05468,126.24206
11,1.015,0.9199999999999999,1.76663,4.13611,7.43434,0.87540,2.11833,100.73521
11,1.015,0.915,1.76663,4.40757,7.33335,0.83075,2.19362,104.05889
11,1.015,0.91,1.70536,4.29507,7.51813,0.83181,2.31706,106.13409
11,1.015,0.905,1.64642,3.56459,6.83067,0.85371,2.46792,84.46072
11,1.02,0.99,2.96130,5.82619,5.81765,0.67153,1.52387,102.71311
11,1.02,0.985,2.83133,5.66605,5.66959,0.71640,1.86626,121.60500
11,1.02,0.98,2.53227,6.02749,6.49743,0.86257,2.06886,176.97610
11,1.02,0.975,2.87691,5.84539,6.84841,0.94425,2.13663,232.35104
11,1.02,0.97,2.78804,5.17770,5.74717,0.97135,1.98376,159.86526
11,1.02,0.965,2.77665,4.99208,5.98337,1.09576,1.84107,167.31462
11,1.02,0.96,2.57362,5.21816,7.57921,1.20072,1.98093,242.10208
11,1.02,0.955,2.54876,4.86952,7.67137,1.18248,2.03182,228.75156
11,1.02,0.95,2.61251,4.63018,7.77990,1.21504,1.86069,212.76283
11,1.02,0.945,2.71655,4.28016,6.98962,1.26595,1.74814,179.85521
11,1.02,0.94,2.47388,3.76976,8.15142,1.10525,1.80679,151.80706
11,1.02,0.9349999999999999,2.10913,4.01076,8.30729,0.91077,2.03231,130.07356
11,1.02,0.9299999999999999,2.01134,4.12871,7.66953,0.87732,2.05871,115.03273
11,1.02,0.925,1.98080,4.08218,8.10995,0.87737,2.09853,120.73948
11,1.02,0.9199999999999999,1.78172,4.13611,7.42723,0.83393,2.16354,98.75318
11,1.02,0.915,1.78172,4.40757,7.32634,0.79139,2.24738,102.32769
11,1.02,0.91,1.71993,4.29507,7.49841,0.80089,2.37384,105.31094
11,1.02,0.905,1.64400,3.56459,6.81275,0.86526,2.52840,87.34272
11,1.025,0.99,2.81806,5.43730,5.73366,0.71073,1.44571,90.27119
11,1.025,0.985,2.69193,5.36288,5.68726,0.82952,1.76223,120.02092
11,1.025,0.98,2.43877,5.54805,6.58848,0.96252,2.02545,173.79083
11,1.025,0.975,2.72950,5.41319,7.21474,1.05986,2.11238,238.65963
11,1.025,0.97,2.56781,4.82197,6.05459,1.10443,1.97954,163.89743
11,1.025,0.965,2.46392,4.87935,6.30299,1.18928,1.85488,167.16191
11,1.025,0.96,2.28375,5.28246,7.98952,1.23302,1.86970,222.20266
11,1.025,0.955,2.33639,4.97957,7.83650,1.21428,1.91773,212.30828
11,1.025,0.95,2.40486,4.47436,8.08144,1.31252,1.77092,202.12281
11,1.025,0.945,2.55361,4.12015,7.26053,1.36751,1.66380,173.80746
11,1.025,0.94,2.34981,3.62989,7.96396,1.18407,1.73204,139.31168
11,1.025,0.9349999999999999,2.02323,3.86195,8.23466,0.97572,1.95152,122.51695
11,1.025,0.9299999999999999,1.95349,3.97302,7.61586,0.93988,1.97785,109.87973
11,1.025,0.925,1.92383,3.94625,7.97941,0.93994,2.01610,114.79796
11,1.025,0.9199999999999999,1.73047,4.07487,7.30768,0.89340,2.07855,95.68966
11,1.025,0.915,1.73047,4.34839,7.20841,0.84783,2.21210,101.72956
11,1.025,0.91,1.67046,4.23741,7.48938,0.85800,2.33658,106.28012
11,1.025,0.905,1.59671,3.56459,6.80455,0.92697,2.48871,89.34610
11,1.03,0.99,3.17740,5.04326,5.50053,0.72091,1.45516,92.46529
11,1.03,0.985,2.93416,5.27630,5.28480,0.82842,1.67155,113.29525
11,1.03,0.98,2.73600,5.59929,5.71532,0.86335,1.90155,143.74190
11,1.03,0.975,2.95323,5.76521,6.09188,0.94920,1.96680,193.63401
11,1.03,0.97,2.80299,5.15096,5.11229,1.02202,1.84311,139.03868
11,1.03,0.965,2.71495,5.32126,5.32203,1.10238,1.72705,146.38237
11,1.03,0.96,2.53668,4.94585,7.02567,1.14255,1.75343,176.58777
11,1.03,0.955,2.66660,4.68511,7.00093,1.03637,1.79847,163.02441
11,1.03,0.95,2.79294,4.28585,7.41153,1.18087,1.72654,180.87781
11,1.03,0.945,2.70866,3.75329,6.65868,1.27760,1.64131,141.95184
11,1.03,0.94,2.49249,3.31001,7.37029,1.10622,1.71723,115.50898
11,1.03,0.9349999999999999,2.14608,3.52162,7.64686,0.98971,1.96063,112.14350
11,1.03,0.9299999999999999,1.95524,3.66315,7.16077,0.95336,1.98708,97.15924
11,1.03,0.925,1.92555,3.75073,7.39916,0.95342,2.02551,103.19749
11,1.03,0.9199999999999999,1.74115,3.87298,6.74467,1.00516,2.08369,95.25981
11,1.03,0.915,1.74115,4.16255,6.65305,0.95389,2.21757,101.99792
11,1.03,0.91,1.68077,4.05631,6.81797,0.97190,2.34236,105.81945
11,1.03,0.905,1.60656,3.44974,6.19453,1.05002,2.49486,89.93636
11,1.035,0.99,2.78946,4.18253,4.68770,0.74486,1.35772,55.30997
11,1.035,0.985,2.60299,4.41460,4.73706,0.84280,1.50880,69.21894
11,1.035,0.98,2.51138,4.80831,5.17505,0.89948,1.68750,94.85387
11,1.035,0.975,2.55406,4.99306,5.86385,0.93401,1.74494,121.87447
11,1.035,0.97,2.41954,4.58041,4.95105,0.99257,1.63520,89.05639
11,1.035,0.965,2.33602,4.84533,5.47326,1.07274,1.57228,104.48944
11,1.035,0.96,2.18264,4.79294,6.76506,1.11183,1.59630,125.60622
11,1.035,0.955,2.29443,4.84112,6.77838,1.00851,1.67426,127.12982
11,1.035,0.95,2.60057,4.48922,7.37767,1.14912,1.62698,161.02911
11,1.035,0.945,2.52986,3.93139,6.62825,1.24325,1.54667,126.76433
11,1.035,0.94,2.33521,3.25092,7.37500,1.07647,1.62916,98.18857
11,1.035,0.9349999999999999,2.00069,3.45876,7.78943,0.98926,1.84391,98.32303
11,1.035,0.9299999999999999,1.82278,3.61134,7.29427,0.97985,1.86879,87.92350
11,1.035,0.925,1.79510,3.69768,7.51672,0.97991,1.96013,95.83372
11,1.035,0.9199999999999999,1.65100,3.83947,7.11439,1.03309,2.02306,94.25541
11,1.035,0.915,1.65100,4.12654,7.01775,0.97943,2.15305,100.82313
11,1.035,0.91,1.59375,4.02121,7.39552,1.01081,2.27420,108.95458
11,1.035,0.905,1.55231,3.41989,7.34864,1.11098,2.42227,104.98500
11,1.04,0.99,2.55854,3.85902,4.72348,0.69469,1.25519,40.66603
11,1.04,0.985,2.38751,3.72049,4.79813,0.76933,1.38034,45.25985
11,1.04,0.98,2.30348,4.54226,5.48315,0.79942,1.57504,72.23581
11,1.04,0.975,2.34263,4.55793,6.14246,0.86838,1.63399,93.06188
11,1.04,0.97,2.23196,4.22876,5.37708,0.95140,1.54348,74.52617
11,1.04,0.965,2.15493,4.51134,5.63246,1.12277,1.72344,105.95509
11,1.04,0.96,2.01343,4.73340,6.69843,1.19707,1.55339,118.70863
11,1.04,0.955,2.22713,4.88011,6.87363,1.08582,1.63833,132.89907
11,1.04,0.95,2.56880,4.67493,7.08936,1.21164,1.60924,165.99947
11,1.04,0.945,2.49896,4.44053,6.36923,1.30313,1.52980,140.89787
11,1.04,0.94,2.30668,3.72381,7.28973,1.12832,1.61140,113.84701
11,1.04,0.9349999999999999,1.96933,4.01668,7.79074,0.95889,1.82381,107.77273
11,1.04,0.9299999999999999,1.79870,4.15044,7.19090,0.94977,1.84841,94.24388
11,1.04,0.925,1.77139,4.01444,7.25547,0.96245,1.93875,96.27382
11,1.04,0.9199999999999999,1.63336,4.17078,6.88441,1.01469,2.00100,95.22439
11,1.04,0.915,1.63336,4.19020,6.79089,0.97518,2.12957,96.52114
11,1.04,0.91,1.57672,4.08325,7.15083,1.00643,2.28654,105.94432
11,1.04,0.905,1.55231,3.37973,7.10551,1.09673,2.43541,99.56966
11,1.045,0.99,2.14248,3.67654,4.84775,0.62986,1.25783,30.25232
11,1.045,0.985,2.04592,3.54456,4.78148,0.69630,1.41735,34.22077
11,1.045,0.98,2.05538,4.11470,5.28719,0.69250,1.55107,48.02908
11,1.045,0.975,2.05772,4.15216,6.00171,0.79204,1.66462,67.60763
11,1.045,0.97,1.84166,3.85229,5.41097,0.84677,1.58834,51.63098
11,1.045,0.965,1.87791,4.13080,5.37554,1.02123,1.78439,75.98846
11,1.045,0.96,1.87879,4.57250,5.99920,1.08862,1.61738,90.74274
11,1.045,0.955,2.09487,4.78390,6.49360,0.98745,1.71385,110.13180
11,1.045,0.95,2.42425,4.58277,6.76319,1.11478,1.70895,143.14446
11,1.045,0.945,2.45876,4.35299,6.07619,1.20608,1.62459,127.42568
11,1.045,0.94,2.31111,3.65039,6.90429,1.06802,1.71286,106.55698
11,1.045,0.9349999999999999,2.01009,3.93749,7.32179,0.92309,1.93865,103.70340
11,1.045,0.9299999999999999,1.68082,4.11057,6.78576,0.91431,1.96480,84.22389
11,1.045,0.925,1.65530,3.97588,7.07209,0.92652,2.06083,88.87039
11,1.045,0.9199999999999999,1.51670,4.13072,6.71041,0.98241,2.12700,87.84913
11,1.045,0.915,1.51670,4.14995,6.61925,0.95097,2.26367,89.68760
11,1.045,0.91,1.46410,4.04403,6.97010,0.98144,2.47887,100.40222
11,1.045,0.905,1.44144,3.34727,6.92592,1.06837,2.45562,87.66889
11,1.05,0.99,2.15208,3.46776,4.28582,0.63032,1.37231,27.66641
11,1.05,0.985,2.06843,3.54131,4.38489,0.72530,1.48051,34.48991
11,1.05,0.98,2.06278,3.75467,4.75170,0.74170,1.54689,42.22438
11,1.05,0.975,2.08666,3.89834,5.43175,0.83070,1.63785,60.11582
11,1.05,0.97,1.89651,3.47903,4.86929,0.88810,1.56804,44.74016
11,1.05,0.965,1.93384,3.83176,4.78522,1.08512,1.79461,69.05082
11,1.05,0.96,1.94732,4.27237,5.35996,1.16718,1.66549,86.68581
11,1.05,0.955,2.20592,5.04351,5.56792,1.10096,1.80640,123.19668
11,1.05,0.95,2.50853,5.08031,6.27682,1.26185,1.68219,169.79807
11,1.05,0.945,2.40515,4.36349,5.63923,1.25392,1.59813,118.59838
11,1.05,0.94,2.26072,3.84354,6.53917,1.12587,1.68496,107.79012
11,1.05,0.9349999999999999,1.97700,4.14583,7.22921,0.90448,1.90706,102.20550
11,1.05,0.9299999999999999,1.65316,4.32807,6.69996,0.90544,1.96655,85.35849
11,1.05,0.925,1.62806,4.26545,7.26801,0.91671,2.06267,95.43562
11,1.05,0.9199999999999999,1.51284,4.12869,6.89631,0.97201,2.12890,89.13473
11,1.05,0.915,1.51284,4.14995,6.80263,0.94090,2.26569,91.04488
11,1.05,0.91,1.46038,4.04403,6.85020,0.97527,2.48109,97.89258
11,1.05,0.905,1.43777,3.34727,6.80678,1.09875,2.45781,88.46472
11,1.055,0.99,2.08027,2.54786,3.68007,0.49837,1.23292,11.98511
11,1.055,0.985,2.00865,2.64093,3.77913,0.56895,1.33799,15.26098
11,1.055,0.98,2.01616,2.68499,4.01365,0.58002,1.40294,17.68033
11,1.055,0.975,2.06510,2.84399,4.64404,0.67174,1.49981,27.47918
11,1.055,0.97,1.88540,2.64521,3.96178,0.71816,1.43588,20.37483
11,1.055,0.965,1.88143,2.89448,4.01813,0.88583,1.67560,32.47878
11,1.055,0.96,1.89454,3.27650,4.49325,0.96203,1.56887,42.09672
11,1.055,0.955,2.19260,3.86789,4.56457,0.90744,1.70161,59.77380
11,1.055,0.95,2.52703,3.89611,5.14572,1.00306,1.50065,76.26006
11,1.055,0.945,2.24994,3.37280,4.68275,0.99676,1.42566,50.49733
11,1.055,0.94,2.11483,4.18826,5.44922,0.89497,1.50312,64.93001
11,1.055,0.9349999999999999,1.85367,4.23306,5.66337,0.67015,1.70126,50.66460
11,1.055,0.9299999999999999,1.55003,4.29253,5.24876,0.67086,1.75433,41.10102
11,1.055,0.925,1.52650,4.23041,6.08385,0.67921,1.96571,52.45402
